証券コード,年度,売上高,営業利益,営業利益率(%),EPS,営業CF,現金等,一株配当,配当性向(%),自己資本比率(%)
6091,2018/07,12064475000,690010000,5.72,46.61,1320405000,7690801000,13,27.9,73.6
6092,2018/03,8388048000,787044000,9.38,70.62,791201000,3347344000,,,23.7
6093,2018/02,2955969000,708606000,23.97,11.45,404162000,2034288000,3.5,30.6,84.7
6094,2018/09,14745201000,-532701000,-3.61,1.94,-1921753000,3174978000,-,-,26.9
6095,2018/09,2199164000,367855000,16.73,11.46,344025000,1823694000,-,-,63.7
6096,2018/03,2968867000,130173000,4.38,4.68,147228000,1115322000,-,-,53.2
6097,2018/04,21294000000,617000000,2.90,31.54,1388000000,2749000000,22,69.8,40.8
6098,2018/03,2173385000000,191794000000,8.82,90.79,194117000000,389822000000,23,25.3,53.1
6099,2018/12,18585306000,1278724000,6.88,14.39,1191027000,3033107000,3.5,24.3,54.2
6101,2018/03,56794000000,6412000000,11.29,70.6,6278000000,10466000000,18,25.5,47.3
6103,2018/03,182130000000,22493000000,12.35,221.92,29827000000,59371000000,52.5,23.7,66.5
6104,2018/03,116862000000,4640000000,3.97,207.81,6813000000,30798000000,70,33.7,54.7
6111,2018/03,13768641000,499253000,3.63,130.82,965177000,4546500000,70,53.5,69.4
6112,2018/11,2235856000,90135000,4.03,101.06,554230000,1705442000,25,24.7,20.4
6113,2018/03,301732000000,39723000000,13.16,74.07,32586000000,80464000000,42,51.5,78.1
6118,2018/03,73856000000,6312000000,8.55,77.57,12714000000,31721000000,30,38.7,64.8
6121,2018/03,29003153000,2337863000,8.06,209.25,1707514000,7154228000,62,29.6,44.7
6125,2018/03,28827000000,2017000000,7.00,448.21,3201000000,3455000000,70,15.6,36.1
6131,2018/03,5185180000,218074000,4.21,40.85,926957000,1355651000,-,-,11.2
6134,2018/03,120032000000,22827000000,19.02,195.03,16220000000,58923000000,40,20.5,82.6
6135,2018/03,181547000000,15023000000,8.27,511.28,15311000000,49785000000,85,16.6,56.5
6136,2018/11,131368000000,22520000000,17.14,150.47,20125000000,21545000000,47,31.2,70.4
6137,2018/03,44393000000,1338000000,3.01,36.44,2032000000,8457000000,14,38.4,53.1
6138,2018/03,9889090000,511390000,5.17,139.02,1740506000,2026444000,30,21.6,46.2
6140,2018/03,45458000000,4640000000,10.21,28.98,6439000000,18468000000,13,44.8,78.2
6141,2018/12,501248000000,36261000000,7.23,153,49398000000,27368000000,50,34.7,21
6142,2018/02,20707214000,635835000,3.07,122.07,2158229000,6237957000,40,32.8,59.7
6143,2018/12,82716000000,9888000000,11.95,137.57,9275000000,32650000000,24,17.4,48.7
6144,2018/03,22914702000,2141082000,9.34,99.56,4121444000,11194123000,30,30.1,55.6
6145,2018/03,30691000000,4020326000,13.10,177.17,889000000,9686000000,30,16.9,69.8
6146,2018/03,167364000000,50995000000,30.47,345.22,50731000000,85545000000,129.67,37.6,79.7
6147,2018/03,3065324000,89247000,2.91,10.67,25676000,176842000,5,-,43.4
6149,2018/12,12714001000,1093405000,8.60,143.47,-625414000,3560155000,30,20.9,76.3
6150,2018/05,5374704000,651078000,12.11,490.8,407671000,206656000,60,12.2,50.9
6151,2018/03,28213000000,5456000000,19.34,175.59,4980000000,14889000000,71,40.4,85.4
6155,2018/03,19780000000,1599000000,8.08,102.52,1360000000,2683000000,20,19.5,60.4
6156,2018/06,2039958000,598195000,29.32,96.12,665318000,924307000,35,36.4,91.4
6157,2018/03,9767421000,2695923000,27.60,76.12,2910385000,5897214000,22.5,29.6,83
6158,2018/03,5803480000,835600000,14.40,92.1,1189220000,2717743000,21,22.8,66.2
6159,2018/08,6264112000,964021000,15.39,120.88,780674000,1961784000,18.5,15.3,87
6161,2018/03,4981138000,1253845000,25.17,78.93,619402000,1167274000,16.25,20.6,83.7
6164,2018/12,9723112000,1669549000,17.17,195.73,579764000,386612000,40,20.4,73.3
6165,2018/03,41025203000,2843506000,6.93,81.61,3393707000,3689489000,16.75,20.5,49.6
6166,2018/03,12140867000,1570074000,12.93,288.94,2598031000,3927471000,,,45.1
6167,2018/03,17990000000,1465000000,8.14,46.6,2234000000,6539000000,23,49.3,70.1
6171,2018/12,5663023000,492606000,8.70,22.48,553836000,758014000,7.5,32.3,76.9
6172,2018/08,10240000000,-214000000,-2.09,-33.86,396000000,7054000000,,,34.3
6173,2018/02,5254271000,385939000,7.35,128.59,219141000,1031715000,20,11.51,60
6175,2018/06,11209930000,551370000,4.92,28.2,920468000,3027166000,5,-,42.2
6176,2018/09,3367076000,-233731000,-6.94,-35.94,-290252000,1364235000,-,-,78.2
6177,2018/12,1423230000,-213771000,-15.02,-36.05,-170046000,954867000,,,56.1
6178,2018/03,12920375000000,-,,112.97,-2337394000000,50694528000000,57,50.5,4.6
6180,2018/12,4533367000,282721000,6.24,113.48,380491000,2522118000,57,50.2,64.7
6181,2018/03,4102681000,195103000,4.76,12.15,202048000,549366000,,,30.3
6182,2018/02,2006984000,-12750000,-0.64,-121.71,81955000,955840000,-,-,42.8
6183,2018/02,115618000000,9319000000,8.06,76.39,8948000000,5324000000,36,-,30.5
6184,2018/01,1709105000,405096000,23.70,7.23,218964000,1832132000,1.5,-,89.9
6185,2018/03,9021014000,543021000,6.02,51.41,731026000,1836645000,-,-,70.9
6186,2018/03,16382709000,805556000,4.92,108.89,1088655000,1503411000,29,26.6,33.5
6187,2018/03,10386196000,747517000,7.20,28.67,628055000,793223000,,,41
6188,2018/03,9913246000,311023000,3.14,16.61,789725000,1476924000,3.5,21.1,45.4
6189,2018/09,17032000000,337000000,1.98,62.62,2028000000,1301000000,,,41.8
6190,2018/03,902366000,-268618000,-29.77,-93.36,-187197000,932937000,,,85.6
6191,2018/09,12426000000,1152000000,9.27,49.09,527000000,5320000000,10,-,20.4
6192,2018/04,4660995000,365777000,7.85,8.98,117135000,748147000,5.33,29.7,40
6193,2018/03,5509273000,47295000,0.86,2.68,-88296000,363922000,,,42.8
6194,2018/09,2306414000,691283000,29.97,19.06,506958000,3377918000,,,89.5
6195,2018/06,2269467000,-121817000,-5.37,-23.04,-72144000,432077000,-,-,22.6
6196,2018/08,3743742000,1352983000,36.14,47.52,1025349000,4918188000,3,18.9,83.2
6197,2018/03,74329000000,4188000000,5.63,29.53,5068000000,7678000000,15,50.8,31.5
6198,2018/09,10094160000,458717000,4.54,34.6,234134000,1132792000,6.25,18.1,54.3
6199,2018/08,9017118000,543918000,6.03,22.67,562094000,2266927000,2.7,11.9,57.4
6200,2018/09,4536440000,937851000,20.67,7.68,751986000,2825995000,2.4,31.2,73
6201,2018/03,2003973000000,147445000000,7.36,541.66,268567000000,323830000000,150,27.7,48.6
6203,2018/03,19464000000,-13000000,-0.07,13.42,-1359000000,2595000000,20,148.3,61.5
6205,2018/03,26624000000,386000000,1.45,-4.81,3533000000,5130000000,20,44.9,41.5
6208,2018/03,13840000000,361088000,2.61,97.19,3601000000,950000000,-,-,25.1
6210,2018/03,30878000000,2057000000,6.66,74.83,924000000,4460000000,25,33.4,57.3
6217,2018/11,42201000000,934000000,2.21,128.79,1983000000,7290000000,15,-,34.2
6218,2018/03,23479000000,928000000,3.95,94.65,236000000,2004000000,,,22.7
6222,2018/03,71858000000,14905000000,20.74,316.81,9397000000,24223000000,60,18.9,80
6223,2018/12,10229000000,-,,44,,,0.5,-,42.8
6225,2018/07,1614887000,-,,89.05,,,5,-,59
6226,2018/03,10407327000,-,,133.31,,,,,22.1
6227,2018/06,19449158000,-,,135.64,-,4198936000,,,-
6228,2018/12,15169380000,-,,68.31,,,,,39.8
6229,2018/03,5850637000,-,,55.19,-,2737548000,20,-,-
6230,2018/03,20923235000,1262655000,6.03,212.23,924847000,645361000,12.5,4.29,46.1
6231,2018/03,9535961000,965303000,10.12,201.49,667629000,476745000,12,5.5,34.5
6232,2018/03,370184000,-542296000,-146.49,-50.69,-517401000,2068909000,,,85.9
6233,2018/09,9014643000,423510000,4.70,71.4,341141000,1189908000,10,14,32.3
6235,2018/12,44763006000,10690441000,23.88,187.64,9572051000,15740508000,55,29.3,50.4
6236,2018/03,13417229000,737655000,5.50,-45.42,-962287000,3351775000,-,-,46.5
6237,2018/03,28067720000,2106469000,7.50,91.72,1830237000,5964829000,27.53,30,62.9
6238,2018/03,25383292000,2453481000,9.67,60.99,2609191000,11470684000,30,49.2,73.9
6239,2018/06,4263270000,427903000,10.04,25.78,941582000,1383526000,-,-,39.3
6240,2018/03,13168071000,1910666000,14.51,19.71,1063966000,11585563000,3.6,18.3,81.9
6245,2018/03,20738206000,2924161000,14.10,138.81,-601423000,8341211000,30,21.6,66.6
6246,2018/03,14285406000,1262615000,8.84,83.15,-699735000,5393281000,30,36.1,66.1
6247,2018/03,26891000000,1607716000,5.98,64.54,2961000000,14338000000,20,31,84.6
6248,2018/03,1746427000,282178000,16.16,102.52,180087000,1085186000,30,29.3,82.5
6249,2018/03,16928000000,3596000000,21.24,162.52,3466000000,14105000000,35,21.5,79.8
6250,2018/12,118049000000,6290000000,5.33,101.37,4433000000,4641000000,40,39.5,53.9
6254,2018/03,21603367000,1240818000,5.74,27.77,-1964813000,3646682000,5,18.1,39.7
6255,2018/08,6444100000,506460000,7.86,18.62,455830000,900042000,2,-,71.8
6256,2018/03,41555301000,9303800000,22.39,588.61,13123673000,47071198000,150,25.5,69.8
6257,2018/03,52314000000,4502000000,8.61,106.42,11440000000,26403000000,50,47,78.5
6258,2018/03,94163561000,9371006000,9.95,213.58,-1932931000,8923820000,41.67,19.5,48.3
6262,2018/03,16978731000,2212313000,13.03,51.22,2403825000,6316932000,22,43,76.6
6264,2018/08,4588864000,1234707000,26.91,72.01,829383000,2612487000,10,27.8,63.5
6265,2018/12,2752064000,409580000,14.88,205.24,259700000,1212207000,55,26.8,90.9
6266,2018/12,19036780000,1606575000,8.44,123.75,-1198959000,2726524000,11,8.9,40.3
6267,2018/07,7098094000,372123000,5.24,146.87,359985000,1525475000,44,30,43.4
6268,2018/12,294626000000,21889000000,7.43,169.64,24165000000,54039000000,73,43,54.4
6269,2018/12,221909000000,14928000000,6.73,388.22,45193000000,50773000000,52.5,13.5,44.5
6271,2018/03,19579000000,970000000,4.95,43.67,1599000000,6947000000,24,55,93.3
6272,2018/03,27912629000,3596762000,12.89,100.45,4004098000,6386472000,30,29.9,71.8
6273,2018/03,591035000000,192428000000,32.56,2036.33,154315000000,322690000000,400,19.6,85.4
6274,2018/03,15214000000,-620000000,-4.08,30.98,525000000,6210000000,,,86.3
6276,2018/03,4401467000,84266000,1.91,4.66,-59269000,1858981000,10,214.7,64.9
6277,2018/09,56852000000,6541000000,11.51,256.74,5351000000,19766000000,55,21.4,59.8
6278,2018/12,24514000000,4176251000,17.04,186.84,4553000000,9042000000,60,32.1,92
6279,2018/02,22093145000,673197000,3.05,25.32,486810000,9802290000,10,39.5,68.2
6281,2018/03,36694731000,1882947000,5.13,83.46,3649664000,5123662000,9,10.8,36.3
6282,2018/03,59050000000,4834000000,8.19,114.34,6126000000,16208000000,50,43.7,79.7
6284,2018/09,27834000000,5120000000,18.39,289.61,-724000000,8230000000,60,20.7,58.6
6286,2018/03,32921933000,781901000,2.38,152.12,1340696000,3549893000,16,10.5,60.8
6287,2018/03,113383000000,6249000000,5.51,121.51,6184000000,16026000000,65,53.5,51.5
6289,2018/08,29142000000,5977000000,20.51,155.71,4231000000,5329000000,60,38.5,69.5
6291,2018/12,10190964000,427489000,4.19,45.97,-83944000,4611581000,20,43.5,66.1
6292,2018/03,20336689000,1124624000,5.53,128.44,-898584000,4391776000,18,14,38.6
6293,2018/03,42321000000,3103000000,7.33,73.85,6278000000,12436000000,23,31.1,56.2
6294,2018/03,15399533000,1195193000,7.76,94.85,-245701000,3448010000,24,25.3,47.8
6295,2018/12,6114466000,329969000,5.40,14.23,532250000,4029565000,6,42.2,85.4
6297,2018/03,7448572000,71476000,0.96,-3.35,535441000,1226288000,5,-,44.3
6298,2018/03,28871000000,1074000000,3.72,22.52,1598000000,7926000000,10,44.5,37
6299,2018/03,78766000000,3814000000,4.84,157.98,6106000000,2562000000,45,28.5,35.6
6300,2018/03,12665960000,292530000,2.31,3.72,41249000,2197497000,,,34.6
6301,2018/03,2501107000000,268503000000,10.74,208.25,148394000000,144397000000,84,40.3,49.4
6302,2018/03,791025000000,69921000000,8.84,282.83,71111000000,85503000000,85,30.1,48.2
6303,2018/03,10709000000,-312000000,-2.91,-157.29,-4299000000,3871000000,35,-,71.5
6305,2018/03,959153000000,95737000000,9.98,282.16,84528000000,81929000000,85,30.1,41.2
6306,2018/03,35114000000,2103000000,5.99,38.74,274000000,12110000000,12,30.8,67.5
6307,2018/03,5244342000,554709000,10.58,43.3,192734000,1239666000,10,23.1,57.8
6309,2018/10,42358294000,2377610000,5.61,50.55,2191206000,9354256000,15.67,31,74.7
6310,2018/12,155955000000,3179000000,2.04,48.25,7616000000,7387000000,30,62.1,33.4
6312,2018/02,19801447000,1971195000,9.95,85.69,594047000,6568050000,20,23.3,69.2
6315,2018/03,31010950000,3682437000,11.87,40.34,2923592000,6146846000,5.33,13.2,70
6316,2018/09,35458000000,1120000000,3.16,139.39,1881000000,2296000000,35,25.1,47.3
6317,2018/03,56051000000,4484000000,8.00,372.03,7558000000,9977000000,77,20.7,48.6
6319,2018/03,21752119000,1559515000,7.17,30.7,2370136000,11091620000,8.5,27.7,76.8
6322,2018/03,7817305000,890796000,11.40,104.8,1039602000,1293584000,35,33.4,61.8
6323,2018/02,52248900000,4236382000,8.11,15.87,-27611000,8652351000,2,12.6,50.2
6324,2018/03,54339573000,12316700000,22.67,83.86,9233727000,28320807000,26,29.9,71.7
6325,2018/03,7367981000,832870000,11.30,54.14,707036000,671812000,10,18.5,71.1
6326,2018/12,1850316000000,189314000000,10.23,112.44,89148000000,229123000000,34,30.2,46.3
6327,2018/06,4977454000,481149000,9.67,35.31,1590575000,2359009000,,,22.2
6328,2018/12,29295000000,2139000000,7.30,120.51,2946000000,6165000000,30,24.9,47.1
6330,2018/03,335697000000,-32951000000,-9.82,-700.27,-22824000000,106536000000,-,-,10
6331,2018/03,32336000000,1018000000,3.15,124.81,-392000000,4951000000,16.67,13.4,50
6332,2018/03,85095000000,4430000000,5.21,66.51,-643000000,27101000000,17,25.6,54.6
6333,2018/03,20789424000,2300531000,11.07,74.61,3406938000,8484603000,20,26.8,74.9
6334,2018/03,7153466000,179501000,2.51,36.1,-1915952000,1189905000,4,11.1,30.7
6335,2018/03,13185000000,186129000,1.41,-62.08,-2180000000,3699000000,-,-,41.3
6336,2018/01,12852900000,1271479000,9.89,149.24,1504530000,1228832000,-,0.9,17.4
6337,2018/03,5869000000,904000000,15.40,181.11,-474000000,1743000000,40,22.1,88.7
6338,2018/09,7263062000,415295000,5.72,72.04,-328563000,1718679000,12,16.7,61.3
6339,2018/03,104231000000,4798000000,4.60,113.26,6195000000,33282000000,21,18.6,58.8
6340,2018/06,98140000000,9605000000,9.79,270.34,4751000000,18610000000,50,18.5,52.1
6342,2018/03,7222693000,821264000,11.37,406.1,1566094000,3272555000,50,12.3,56.9
6343,2018/03,8127504000,668128000,8.22,13.87,-374715000,2555983000,0.5,3.6,32.9
6345,2018/03,61474323000,7576661000,12.32,74.53,3079979000,6381132000,22,29.5,75.5
6346,2018/03,4005263000,387301000,9.67,339.09,1029554000,3018107000,50,14.7,78.7
6347,2018/03,3428358000,207659000,6.06,19.31,183564000,460078000,5,-,37.4
6349,2018/03,94168000000,3732000000,3.96,52.79,6091000000,58826000000,40,75.7,73.1
6351,2018/03,40347000000,4637000000,11.49,64.86,4160000000,13323000000,12,18.5,81.2
6355,2018/03,47241000000,1969000000,4.17,95.98,5176000000,10599000000,50,52.8,37.6
6356,2018/03,7390170000,291351000,3.94,15.33,119377000,2512799000,4,26.1,72.9
6357,2018/03,27277070000,2211892000,8.11,75.98,-579134000,10583494000,27.5,36.2,42.9
6358,2018/03,29504006000,3357654000,11.38,222.48,4464931000,11404134000,50,22.5,57.1
6360,2018/03,7600617000,220770000,2.90,167.97,1039258000,1836547000,40,23.8,38
6361,2018/12,509175000000,32482000000,6.38,35.99,34610000000,110556000000,12,33.3,47.3
6362,2018/03,6443733000,429232000,6.66,95.56,1294902000,1537057000,50,52.3,51.6
6363,2018/03,45381000000,1257000000,2.77,31.47,587000000,11379000000,18,57.5,47.3
6364,2018/03,35075589000,4561083000,13.00,110.09,3025245000,10162280000,34,30.9,62
6365,2018/03,17336000000,1507554000,8.70,249.28,1073000000,3395000000,65,26.1,69.5
6366,2018/03,510873000000,-12330000000,-2.41,24.89,-34115000000,101767000000,7.5,30.1,37.5
6367,2018/03,2290560000000,253739000000,11.08,646.53,223740000000,357027000000,140,21.7,52.4
6368,2018/03,79226000000,3821000000,4.82,60.37,624000000,8652000000,13.25,21.9,53.7
6369,2018/03,41758000000,2265000000,5.42,125.61,3726000000,12420000000,50,39.8,65.7
6370,2018/03,236815000000,22475000000,9.49,159.36,21408000000,60531000000,52,32.6,71.4
6371,2018/03,215716000000,20694000000,9.59,129.14,27657000000,31712000000,40,31,59.2
6373,2018/03,47155000000,2912000000,6.18,150.33,5457000000,7972000000,35,23.3,38.3
6376,2018/12,165326000000,10302000000,6.23,104.62,14076000000,29269000000,18,17.2,30.7
6378,2018/03,20360000000,1694000000,8.32,60.17,3411000000,5669000000,8,13.3,39.7
6379,2018/03,89611525000,6375688000,7.11,96.31,1856545000,9456464000,39,40.5,60.2
6380,2018/03,3413296000,100226000,2.94,39.64,205646000,153176000,-,-,40.7
6381,2018/03,32817481000,3824490000,11.65,67.32,4079713000,7692535000,20,29.7,61.4
6382,2018/03,41714317000,2449079000,5.87,102.26,-4711332000,6172091000,33,32.3,61.2
6383,2018/03,404925000000,39924000000,9.86,78.54,11497000000,85152000000,23.33,29.7,50.4
6384,2018/03,11824933000,1814149000,15.34,249.9,-609284000,2682203000,60,24,63.3
6387,2018/07,5466483000,638254000,11.68,50.78,-223892000,2486070000,20,39.4,75.9
6390,2018/03,86974000000,2143000000,2.46,258.83,13488000000,18055000000,80,30.9,46.6
6391,2018/03,4364806000,218936000,5.02,95.59,541483000,509790000,60,62.8,74.1
6392,2018/03,10308000000,1474808000,14.31,485.31,1195000000,3608000000,75,15.5,70.8
6393,2018/03,29473984000,2188859000,7.43,333.96,1736781000,4439146000,80,24,43.8
6395,2018/03,173703000000,15511000000,8.93,74.16,30015000000,86624000000,26,35.1,60.9
6396,2018/03,5233099000,421442000,8.05,246.7,810567000,2019087000,30,12.2,25.2
6400,2018/12,6149330000,418439000,6.80,23.29,611328000,695129000,4,17.2,21.8
6402,2018/03,10360876000,852648000,8.23,107.37,568698000,772740000,37,34.5,53.6
6403,2018/03,17715000000,1013000000,5.72,131.27,2155000000,8366000000,45,34.3,50.2
6405,2018/03,9111798000,1238047000,13.59,68.45,1006435000,6609543000,7.5,11.7,85.7
6406,2018/03,168795000000,10665000000,6.32,109.81,11870000000,24043000000,35,31.9,55
6407,2018/03,115700000000,12472000000,10.78,147.65,5542000000,14799000000,37,25.1,61.1
6408,2018/03,40482000000,1260000000,3.11,531.64,1322000000,5142000000,120,18.8,40.3
6409,2018/03,55168000000,4698000000,8.52,139.52,7044000000,10769000000,33,23.7,36.7
6411,2018/12,28347283000,2230336000,7.87,311.92,2237766000,8594099000,312,100,62.8
6412,2018/03,132765000000,13931000000,10.49,69,17538000000,34185000000,80,115.9,50.4
6413,2018/03,85507000000,3870000000,4.53,40.98,8287000000,17652000000,30,73.2,70.8
6414,2018/03,16938491000,630109000,3.72,50.91,428538000,1988641000,12,23.6,36.4
6416,2018/03,9338483000,-620080000,-6.64,-383.27,-796913000,3030274000,-,-,72.7
6417,2018/03,86220000000,10181000000,11.81,13.67,15962000000,274017000000,30,219.4,84.8
6418,2018/03,29860720000,1372152000,4.60,31.58,3461112000,8888786000,17,53.8,81.4
6419,2018/03,23427690000,3517683000,15.02,156.2,1973615000,23933711000,70,44.8,86.2
6420,2018/03,86223000000,8654466000,10.04,141.81,8320000000,31481000000,20,14.1,58.4
6424,2018/03,10484549000,153042000,1.46,5.71,146194000,2710250000,10,175.1,18.6
6425,2018/12,93267000000,-17972000000,-19.27,2037.74,15280000000,45870000000,50,-,73.4
6428,2018/03,11119755000,24282000,0.22,-30.37,1461076000,5492713000,9,-,45.6
6430,2018/03,34186948000,1192739000,3.49,53.11,2921586000,13832363000,40,75.3,67.1
6432,2018/02,94342000000,14133000000,14.98,200.19,10406000000,30411000000,36,18,74.5
6433,2018/03,2623973000,225326000,8.59,26.66,422226000,1112626000,4,15,66.1
6436,2018/03,124405000000,14350000000,11.53,132.11,16750000000,40231000000,57,43.3,72.3
6439,2018/03,4614716000,133950000,2.90,191.91,106162000,991650000,30,15.6,48.6
6440,2018/12,112064000000,9148000000,8.16,226.65,2682000000,7301000000,30,13.2,30.7
6444,2018/03,287609000000,5469000000,1.90,153.97,7140000000,18776000000,,,16.4
6445,2018/03,40778000000,2075000000,5.09,71.95,2882000000,6118000000,10,13.9,47.7
6448,2018/03,712997000000,68672000000,9.63,192.63,81817000000,121384000000,54,28,55.8
6454,2018/03,68138000000,6139000000,9.01,94.46,6859000000,23722000000,10.5,44.5,74.3
6455,2018/03,85502000000,8483000000,9.92,126.91,7213000000,9172000000,26,20.5,54
6457,2018/03,227361000000,19615000000,8.63,155.94,14585000000,62375000000,82,52.6,62
6458,2018/03,40416000000,5480000000,13.56,49.7,5825000000,13694000000,13.33,26.8,62.4
6459,2018/12,39881874000,5956061000,14.93,75.44,5507223000,46926555000,30,39.8,84.3
6460,2018/03,323664000000,17720000000,5.47,38.1,26487000000,176566000000,40,105,65
6461,2018/03,55932000000,3890000000,6.95,277.94,6094000000,4911000000,70,25.2,48.1
6462,2018/03,87583000000,7441000000,8.50,446.1,8267000000,11506000000,150,33.6,64.1
6463,2018/03,187398000000,20775000000,11.09,171.43,26882000000,37312000000,26,15.2,44.1
6464,2018/12,74832000000,9942000000,13.29,171.44,8131000000,13304000000,79,46.1,32.5
6465,2018/12,292774000000,36446000000,12.45,177.56,30203000000,89256000000,40,22.5,66.4
6466,2018/09,8105228000,544606000,6.72,211.24,-672656000,2717959000,35,16.6,72.1
6467,2018/03,15248696000,755249000,4.95,57.71,1483979000,2665761000,18,31.2,63
6469,2018/02,10654371000,389031000,3.65,48.95,1475977000,767717000,15,30.6,48.1
6470,2018/03,114665000000,6514000000,5.68,86.3,8011000000,14795000000,45,52.1,55.4
6471,2018/03,1020338000000,97875000000,9.59,131.16,83746000000,131283000000,40,30.5,49.2
6472,2018/03,744699000000,39608000000,5.32,38.36,61799000000,86087000000,15,39.1,30.2
6473,2018/03,1441170000000,81391000000,5.65,144.9,100033000000,132647000000,43,29.7,42.3
6474,2018/11,252209000000,15306000000,6.07,359.95,20207000000,21778000000,100,27.8,38.8
6479,2018/03,881413000000,68902000000,7.82,119.61,92201000000,88777000000,26,21.7,50.6
6480,2018/03,55228000000,2649000000,4.80,23.34,6043000000,18019000000,13,55.7,60.1
6481,2018/12,344718000000,49833000000,14.46,285.22,56500000000,134513000000,85,30.4,59
6482,2018/03,20878651000,2358732000,11.30,46.51,1223450000,3763302000,16.5,35.5,80.6
6484,2018/03,24550081000,2175455000,8.86,167.57,1626140000,4417891000,44,26.3,72.2
6485,2018/03,24764000000,2599000000,10.50,79.18,1746000000,11995000000,20,25.2,82.6
6486,2018/03,150815000000,11732000000,7.78,212.55,11814000000,20422000000,50,23.5,47.2
6488,2018/03,6787922000,693362000,10.21,50.71,491197000,1281861000,16,31.6,83.8
6489,2018/05,28612000000,1070000000,3.74,48.55,249000000,6863000000,10,20.6,53.4
6490,2018/03,29461000000,5161000000,17.52,139.97,3752000000,11813000000,36,25.7,77.3
6492,2018/11,7577000000,-67930000,-0.90,95.07,776000000,2225000000,20,21,69.1
6493,2018/03,45492944000,2484515000,5.46,-12.77,6151545000,5858858000,12,-,41.8
6494,2018/03,2369203000,-7549000,-0.32,-0.08,-51143000,1295982000,,,71.7
6495,2018/03,4888490000,57767000,1.18,2.18,-203600000,488812000,1,45.9,46.8
6496,2018/05,21788419000,1683885000,7.73,344.02,1353659000,3100840000,140,40.7,77.5
6497,2018/12,8452922000,481137000,5.69,47.33,707562000,3630426000,25,52.8,74.9
6498,2018/03,124566000000,10117000000,8.12,65.5,6941000000,22019000000,17,26,57.1
6501,2018/03,9368614000000,714630000000,7.63,75.1,727168000000,697964000000,15,20,32.4
6502,2018/03,3947596000000,86184000000,2.18,1628.88,37367000000,548657000000,,,17.6
6503,2018/03,4444424000000,327444000000,7.37,119.19,265768000000,599199000000,40,33.6,53.3
6504,2018/03,893451000000,55962000000,6.26,264.34,53146000000,33329000000,70,26.5,36.1
6505,2018/05,42527000000,366000000,0.86,73.28,-1572000000,1555000000,50,68.2,41.6
6506,2018/02,448523000000,54126000000,12.07,149.35,46054000000,42213000000,40,26.8,53.5
6507,2018/03,90323000000,7109000000,7.87,176.72,7893000000,6405000000,35,19.8,38.9
6508,2018/03,241832000000,11381000000,4.71,155.5,17975000000,9236000000,45,28.9,30.3
6513,2018/03,33154023000,1822334000,5.50,130.62,992093000,5075733000,42.5,32.5,49.9
6516,2018/03,89188000000,8784000000,9.85,175.61,5797000000,13182000000,35,19.9,57.7
6517,2018/03,50182000000,3902000000,7.78,130.03,3315000000,13712000000,40,30.8,74.9
6518,2018/03,15554461000,882545000,5.67,177.15,1117022000,2677096000,20,11.3,52.3
6521,2018/02,608204000,-,,-26.46,-,256413000,,,17.2
6522,2018/08,1362779000,-,,34.97,-,154619000,,,-
6523,2018/03,6683000000,-,,6.64,-,45878000000,,,-
6524,2018/12,6046112000,-,,11.94,-,2202913000,0.64,-,-
6525,2018/09,40875000000,-,,4.7,,,,,20.6
6526,2018/03,112506000000,-,,0.62,,,,,78
6531,2018/06,2410719000,11945000,0.50,19.05,57161000,487696000,,,28.3
6532,2018/02,20438000000,3265000000,15.98,18.53,3230000000,3136000000,4,21.2,55.2
6533,2018/12,7255145000,474113000,6.53,38.45,631840000,534024000,5,-,41.1
6535,2018/07,5959000000,2118825000,35.56,18.34,1476000000,11132000000,-,-,76
6537,2018/12,2749000000,12506000,0.45,0.29,-314000000,2591000000,8,2736.85,53.7
6538,2018/03,2398000000,754632000,31.47,22.36,577000000,2296000000,2.5,-,80.9
6539,2018/03,3117601000,1170826000,37.56,36.67,1010314000,2788134000,11.25,30.7,90.3
6540,2018/12,28473004000,1269801000,4.46,96.97,626493000,7097236000,40,41.2,54.9
6541,2018/03,939388000,200182000,21.31,8.08,180409000,1130704000,2.5,30.9,72.5
6542,2018/06,6706603000,745278000,11.11,104.53,510557000,2042159000,18.78,19.8,73.8
6543,2018/02,4711513000,342718000,7.27,168.32,213175000,1488058000,21,12.5,58.3
6544,2018/03,15326377000,1351958000,8.82,5.29,1725267000,1258477000,1.75,33.1,26.5
6545,2018/03,3289415000,241913000,7.35,37.04,321044000,405257000,-,-,38.8
6546,2018/12,7700458000,340969000,4.43,41.67,157058000,2055445000,27,64.8,62
6547,2018/06,27143129000,1908733000,7.03,93.67,1477904000,4834311000,20,21.4,54.5
6548,2018/03,24231720000,64481000,0.27,4.17,589151000,2117873000,-,-,28.2
6549,2018/03,10438822000,171481000,1.64,45.85,145432000,713658000,,,37.5
6550,2018/03,6340924000,335480000,5.29,23.32,194384000,521747000,-,-,45.3
6551,2018/09,8668721000,231857000,2.67,13.47,388067000,1125752000,2,-,37.8
6552,2018/05,2677000000,1168672000,43.66,48.72,951000000,2414000000,-,-,80
6553,2018/12,16808769000,943607000,5.61,64.59,585282000,2661915000,10,15.5,47.2
6554,2018/09,7106881000,551659000,7.76,40.96,422749000,2179504000,-,-,53.2
6555,2018/03,2810524000,553065000,19.68,80.55,170753000,627261000,17.5,21.7,79.5
