証券コード,年度,売上高,営業利益,営業利益率(%),EPS,営業CF,現金等,一株配当,配当性向(%),自己資本比率(%)
3447,2025/03,17503026000,1622280000,9.27,70.17,848923000,2908656000,32,45.6,52.9
3449,2025/12,26025002000,3919392000,15.06,170.41,5219019000,7868669000,69,40.5,65.9
3452,2025/12,37778000000,7579000000,20.06,236.03,-9451000000,14680000000,73,61.9,19.7
3454,2025/11,19063701000,5295138000,27.78,124.77,7420065000,6804565000,35,28.1,29.1
3457,2025/06,64735000000,2620000000,4.05,118.85,7522000000,7852000000,45,94,25.6
3461,2025/09,2312413000,147583000,6.38,18.1,-416806000,2198670000,12,66.3,63.8
3465,2025/03,342553000000,17255000000,5.04,570.42,-626000000,67204000000,75.5,44.4,20.4
3467,2025/03,30743637000,2548774000,8.29,274.64,-4555549000,7171310000,96,35,21.7
3469,2025/06,8367950000,166021000,1.98,33.2,1027762000,1287648000,12.5,37.7,42.7
3474,2025/12,6465324000,-71749000,-1.11,-38.57,-7315000,1230705000,5,-,29.3
3475,2025/10,54581745000,2935408000,5.38,53.3,-1102760000,9516827000,45,134.7,30.7
3477,2025/03,14771438000,591307000,4.00,137.72,-736508000,3122556000,27.5,20,41.3
3479,2025/02,59208000000,5915000000,9.99,90.7,5095000000,14528000000,-,75.7,34.1
3480,2025/10,76045573000,7658877000,10.07,244.4,6805176000,17275598000,105,43,46.8
3482,2025/12,44633000000,13415000000,30.06,479.52,-2632000000,14589000000,86,17.9,26.1
3484,2025/03,16659432000,1381611000,8.29,61.35,1019594000,4283926000,28,45.6,25.6
3486,2025/12,-,-,,287.98,-,-,,,-
3489,2025/03,29915894000,4519032000,15.11,93.47,4407214000,8838769000,32.83,35.1,32.5
3490,2025/02,12430301000,975125000,7.84,383.89,-2014514000,3376593000,30,7.8,22.3
3491,2025/10,248947000000,7095000000,2.85,97.8,15935000000,30365000000,8,-,37.4
3494,2025/09,3254456000,874985000,26.89,58.63,1595134000,1801611000,6,10.2,25.3
3495,2025/09,11532888000,1071264000,9.29,368.27,-646443000,1391571000,55,14.9,34.7
3496,2025/09,13479945000,2613460000,19.39,153.62,1948529000,5737103000,106,69,76.7
3497,2025/07,-,-,,146.27,-,-,33,23.5,-
3498,2025/08,96501000000,18933000000,19.62,517.38,6893000000,24012000000,120,16.3,29.7
3501,2025/05,104791000000,3001000000,2.86,50.12,2283000000,8697000000,40,44.2,32.8
3504,2025/03,11887814000,1361781000,11.46,153.75,3190239000,17875076000,30,-,76.6
350A,2025/07,6153606000,2742720000,44.57,48.27,321238000,4648319000,,,46.5
3512,2025/03,9699437000,200285000,2.06,23.84,1063904000,3107617000,20,141.9,80.1
3513,2025/03,13947000000,1072000000,7.69,181.47,1401000000,6367000000,80,76.2,75.5
3521,2025/03,1980519000,341468000,17.24,7.24,562899000,1501203000,5,69.3,80.8
3524,2025/04,21600058000,680065000,3.15,206.21,993366000,1132666000,50,24.2,24.2
3526,2025/03,72604000000,4618000000,6.36,458.43,4286000000,6287000000,100,21.9,45.9
3529,2025/03,21880000000,-930000000,-4.25,-23.47,415000000,5354000000,-,-,77.5
352A,2025/03,8492006000,1004920000,11.83,40.59,1128146000,1520434000,,,20.7
3536,2025/08,12134207000,164901000,1.36,7.3,-1193733000,800867000,2,-,14
3537,2025/03,25012868000,559832000,2.24,154.78,-171649000,1587125000,39,25.2,52.3
3538,2025/06,88614291000,1849606000,2.09,158.43,-1303128000,8234313000,45.06,32.1,29
3539,2025/07,186207000000,10048000000,5.40,126.01,6641000000,12396000000,23,75.1,62.1
353A,2025/05,4048476000,264702000,6.54,154.34,50143000,563834000,,,20.9
3541,2025/08,8358514000,181800000,2.18,0.5,264938000,777589000,-,1450.8,34.8
3542,2025/03,15935215000,926595000,5.81,57.23,715573000,1922697000,11,31.7,73.8
3543,2025/02,47057000000,8820000000,18.74,127.65,11235000000,10390000000,54,59.5,43.1
3544,2025/05,100174000000,1675000000,1.67,55.47,2598000000,2669000000,10,28.2,21.2
3546,2025/02,153345000000,3509000000,2.29,69.38,7172000000,3889000000,38,63.4,35
3547,2025/11,21091523000,1185761000,5.62,81.02,2009910000,3440998000,15,18.5,42.3
3548,2025/02,58180000000,812000000,1.40,-71.58,2201000000,11305000000,38,-,45.9
3549,2025/05,501470000000,-,,175.42,22167000000,47731000000,14,79.6,41.4
3550,2025/02,3696135000,182594000,4.94,4.95,356031000,1832953000,5,101.1,78.9
3551,2025/03,44072956000,2136247000,4.85,157.25,1264549000,4208513000,30,19.1,43.5
3553,2025/03,56397000000,2140000000,3.79,46.07,1328000000,9244000000,32,88.4,60.9
3556,2025/09,10412149000,301213000,2.89,34.06,116618000,306422000,-,0,13.9
3557,2025/02,6492053000,115594000,1.78,14.16,122243000,1480160000,,,7.9
3558,2025/02,19231316000,1535039000,7.98,55.1,2938912000,2993436000,-,239.5,45.2
3559,2025/03,2180578000,157193000,7.21,24.02,144560000,1137609000,10,41.6,79.5
3560,2025/08,8677878000,616897000,7.11,193.15,158468000,755176000,90,46.6,70.7
3561,2025/03,34166110000,2809961000,8.22,58.35,3083450000,6497938000,18,34.8,57.5
3562,2025/02,14209460000,1039018000,7.31,85.84,1446472000,2890288000,35,40.8,51.2
3563,2025/09,429574000000,36093000000,8.40,202.71,64429000000,58822000000,35,17.3,24
3565,2025/01,14586903000,868016000,5.95,63.83,3635425000,6007969000,5,23.5,45.1
3566,2025/12,9856728000,754210000,7.65,51.2,-98231000,2232945000,5,9.8,71.8
3569,2025/03,159653000000,17865000000,11.19,242.27,20538000000,40317000000,68,71.2,71.7
3571,2025/03,10043078000,-146722000,-1.46,32.28,476464000,1893251000,40,148.5,74.4
3577,2025/03,14347362000,419711000,2.93,98.75,808806000,3068336000,25,25.3,48.1
3580,2025/03,39526000000,2181000000,5.52,73.4,4793000000,9430000000,25,48.9,74.6
3583,2025/03,6035997000,841405000,13.94,209.05,637429000,2750379000,33,40.9,68.1
3591,2025/03,173896000000,3328000000,1.91,133.9,4965000000,23419000000,100,312.7,70.4
3593,2025/03,39138000000,3810000000,9.73,67.95,11555000000,21334000000,80,882.4,75.9
3597,2025/06,14936315000,1446602000,9.69,391.59,3978110000,13390925000,600,153.5,90.9
3598,2025/03,10774126000,48559000,0.45,6.35,-169935000,1404191000,3,-,37.5
3600,2025/03,5646425000,-195833000,-3.47,-78.34,144943000,1777999000,50,-,79.6
3604,2025/03,-,-,,101.11,-,-,-,0,-
3607,2025/08,13591151000,402134000,2.96,34.72,859607000,1860467000,10,28.8,31.4
3608,2025/02,156606000000,1636000000,1.04,210.01,5717000000,45822000000,65,68.3,76.4
3611,2025/03,70579000000,433000000,0.61,259.41,2724000000,19386000000,90,34.7,51.8
3612,2025/02,225658000000,16742000000,7.42,162.23,31992000000,21748000000,40,-,29.7
3622,2025/03,3377900000,82627000,2.45,-4.82,74252000,2188318000,6,-,84.2
3623,2025/12,4546706000,647366000,14.24,64.87,4201455000,27669879000,25.8,39.8,10.4
3624,2025/09,973566000,-520283000,-53.44,-49.58,-466595000,919150000,,,60.1
3625,2025/06,6705697000,749519000,11.18,70.75,327622000,2553330000,8,11.3,54.8
3626,2025/03,571687000000,69047000000,12.08,214.99,63748000000,121288000000,70,48.3,61.5
3627,2025/02,11165530000,91385000,0.82,-11.85,1369618000,2957158000,5,-,57.3
3628,2025/03,3853230000,-516261000,-13.40,-233.68,-1876684000,1224340000,-,-,2.5
3632,2025/06,57111000000,4860000000,8.51,6.97,674000000,83901000000,14.5,207.7,70
3633,2025/12,10959103000,932639000,8.51,168.68,1442741000,5752557000,111,86.3,24.7
3634,2025/03,1039861000,-76663000,-7.37,-56.73,-151772000,464965000,3,-,63.9
3635,2025/03,83150000000,32119000000,38.63,119.14,34369000000,22552000000,60,50.4,89.9
3636,2025/09,121458000000,8010000000,6.59,405.54,6422000000,30010000000,165,40.7,56.1
3639,2025/06,2818440000,14583000,0.52,2.07,41556000,1325515000,-,-,78.3
3640,2025/03,18740930000,2517577000,13.43,317.42,2965975000,1803172000,37,11.7,59.2
3641,2025/03,15768000000,-309000000,-1.96,-16.9,-573000000,8408000000,10,-,69.8
3645,2025/05,6077796000,98783000,1.63,-7.64,-80857000,1403702000,3,-,42.1
3646,2025/03,3499578000,116880000,3.34,12.15,152797000,1210285000,14,201.5,67
3647,2025/08,606547000,-299648000,-49.40,-17.21,282045000,556873000,-,-,56.7
3648,2025/03,24862456000,1849963000,7.44,81.89,742036000,5435923000,24,46.7,68
3649,2025/12,6109941000,1790029000,29.30,50.07,1652441000,1558886000,22,123.5,79.9
3652,2025/03,3077721000,265555000,8.63,49.96,93247000,2529833000,,,88.2
3653,2025/10,3359633000,45847000,1.36,-14.8,14059000,2525433000,-,-,87.3
3655,2025/06,11772254000,1575749000,13.39,49.81,1350975000,3395540000,8,81.9,76.7
3656,2025/12,6856276000,-1304256000,-19.02,-73.53,-1800692000,5214034000,-,-,76.9
3657,2025/01,52225791000,786509000,1.51,-19.58,919697000,7012693000,16,-,43.7
3659,2025/12,475102000000,124012000000,26.10,114.48,171872000000,498868000000,45,144.6,75
365A,2025/02,9825360000,638137000,6.49,57.85,643784000,1676593000,39,-,46.3
3660,2025/06,68768000000,-,,28.98,3139000000,7199000000,1,-,46
3661,2025/03,25782000000,4065000000,15.77,23.28,5482000000,12327000000,9,59.7,31.2
3662,2025/07,23917000000,845000000,3.53,55.73,1624000000,6301000000,22,350.5,59.3
3663,2025/12,9471638000,2967854000,31.33,55.24,2616170000,4039786000,36,184.2,54
3664,2025/12,2808134000,-327818000,-11.67,-8.21,-345042000,1064568000,-,-,41.1
3665,2025/01,5928834000,739675000,12.48,10.93,269886000,9087543000,10,91.5,78.9
3667,2025/12,2170101000,-856653000,-39.48,-44.2,-873463000,800355000,,,47.8
3668,2025/09,25933000000,1002000000,3.86,-2.38,2645000000,45648000000,20,-,91
366A,2025/03,14057605000,1109210000,7.89,71.23,1685520000,2786458000,21.38,-,66.6
3670,2025/03,4476026000,298729000,6.67,143.45,220970000,1285099000,55,38.3,66.3
3671,2025/12,6928650000,740630000,10.69,23.87,388949000,2449256000,10,0,43
3672,2025/09,2897753000,-467294000,-16.13,-12.83,-573010000,863507000,,,57.8
3673,2025/12,20815301000,2062671000,9.91,13.79,6896588000,4121331000,6,43.5,58.6
3674,2025/09,4657045000,-201012000,-4.32,-31.51,203032000,3790567000,-,-,57.8
3675,2025/06,28896589000,2522950000,8.73,71.47,1955968000,7634108000,14,47.1,48.6
3676,2025/03,39748901000,2430067000,6.11,28.25,3119272000,7593742000,23,81.4,44.9
3678,2025/02,101914000000,2475000000,2.43,90.04,3931000000,13591000000,36,40,33.1
3679,2025/03,25450000000,5657000000,22.23,38.13,7331000000,14295000000,10.5,91.5,53.2
367A,2025/08,28002000000,3132000000,11.18,204.18,4705000000,3743000000,105,-,39.2
3680,2025/12,3651137000,-1833417000,-50.21,-113.97,239967000,2431566000,6,-,67.3
3681,2025/12,-,-,,-122.64,-,-,,,-
3682,2025/03,2501582000,297990000,11.91,33.07,345945000,2506709000,25,75.6,75.4
3683,2025/12,18136000000,1846000000,10.18,117.16,1581000000,2141000000,30,37.6,57.1
3686,2025/03,1978904000,-489248000,-24.72,-17.14,-463090000,587872000,,,68.7
3687,2025/09,9617686000,2578202000,26.81,60.34,1978609000,5178150000,18,29.8,83.6
368A,2025/03,10302000000,5782000000,56.13,94.7,3526000000,11460000000,41,-,92.4
3690,2025/09,4934733000,278892000,5.65,-22.98,590444000,1461669000,7.9,-,51.8
3691,2025/09,933135000,-3863000,-0.41,-16.73,-445131000,1112987000,-,-,25.3
3692,2025/03,3039446000,817002000,26.88,86.86,641498000,2162980000,14,16.1,64.7
3694,2025/03,10580636000,1954346000,18.47,21.39,2111097000,1734795000,-,0,76
3695,2025/12,6818184000,340678000,5.00,41.83,990783000,2529573000,59.52,142.3,25.7
3696,2025/12,29660382000,2334025000,7.87,216.61,1670237000,13114220000,80,36.9,35.5
3697,2025/08,129819000000,15628000000,12.04,33.93,15652000000,23600000000,-,11.2,52.7
3698,2025/09,3448587000,554381000,16.08,80.51,849681000,4243362000,25,31.1,69.3
369A,2025/08,2929212000,713250000,24.35,113.22,762423000,2054560000,46,-,81.5
3708,2025/03,94800000000,3928000000,4.14,102.5,8773000000,10599000000,40,57.6,56.3
3710,2025/09,2834256000,45658000,1.61,51.31,322270000,3222306000,6,11.7,83.3
3712,2025/09,3843500000,1536833000,39.99,71.24,1145834000,2847497000,23,32.3,82.6
3719,2025/12,-,-,,6.9,-,-,3,63.2,-
3723,2025/09,2612982000,1340777000,51.31,87.91,1013181000,10350569000,20,22.8,94.6
3726,2025/09,2441039000,-165319000,-6.77,-23.64,-713648000,439054000,-,-,55.1
3727,2025/12,2873930000,-64869000,-2.26,-6.31,283359000,1333896000,3.5,-,66.8
372A,2025/05,49088449000,3906776000,7.96,766.68,1997084000,6099883000,180,9.9,25.8
3733,2025/10,42298000000,8388000000,19.83,1167.77,3214000000,16051000000,160,13.7,80.3
3739,2025/03,2464916000,144914000,5.88,-9.97,273826000,763809000,,,41.9
373A,2025/08,4409577000,949306000,21.53,260.01,676827000,2652576000,,,88.8
3741,2025/03,10295370000,1793256000,17.42,131.79,-250488000,2231686000,55,41.7,79.2
3744,2025/12,19059817000,401518000,2.11,36.93,196864000,3586717000,-,0,20.2
3747,2025/09,1836486000,-8517000,-0.46,-20.2,-12661000,711547000,-,-,72.6
3750,2025/03,122204000,-806888000,-660.28,-239.7,-987038000,255980000,-,-,11.8
3753,2025/03,3063284000,-298933000,-9.76,-38.61,-75631000,453606000,,,33.3
3758,2025/12,16472000000,667000000,4.05,16.89,-727000000,7426000000,5,87.6,40.2
3760,2025/05,13969156000,1133685000,8.12,40.9,922451000,6192360000,10,25.2,38.8
3762,2025/03,64882255000,6668299000,10.28,101.01,6836640000,27325233000,34,33.6,22.9
3763,2025/03,7564803000,2309487000,30.53,78.03,1474495000,3460655000,31.5,40.4,76.8
3765,2025/12,93242000000,5056000000,5.42,25.78,-355000000,31021000000,90,704.5,71.9
3766,2025/03,9609075000,454455000,4.73,87.12,122888000,2939886000,45,51.7,72.2
3768,2025/03,3728251000,263991000,7.08,-6.67,226009000,1125736000,15,-,82.4
3769,2025/09,82499385000,31340267000,37.99,287.79,53759555000,220040128000,144,50,27.8
3770,2025/04,4317141000,300003000,6.95,13.56,262681000,1375785000,5,720.8,90.6
3771,2025/03,25931487000,2997558000,11.56,132.29,2056993000,8203626000,60,55.4,67.3
3772,2025/03,18310289000,2520295000,13.76,57.56,-3078726000,8917584000,20,34.7,31.2
3773,2025/03,6665147000,1442566000,21.64,90.4,1432469000,4105900000,27.5,30.4,77.1
3774,2025/03,316831000000,30104000000,9.50,112.68,28528000000,32534000000,35,31.1,45
3775,2025/12,3498673000,254824000,7.28,42.84,310749000,1099969000,5,11.7,55.4
3776,2025/12,15289750000,811080000,5.30,4.89,1339541000,6475461000,3,61.4,45.7
3777,2025/12,1371110000,110184000,8.04,-0.01,687596000,1249573000,-,-,57.8
3778,2025/03,31412382000,4145586000,13.20,75.23,5787563000,29489223000,4,5.3,36.9
3779,2025/03,1318779000,-108563000,-8.23,32.02,13377000,1196968000,,,19.3
377A,2025/12,-,-,,3.8,-,-,,,-
3782,2025/12,1098392000,249665000,22.73,5.96,266124000,1343887000,,,61.7
3787,2025/03,416588000,-286658000,-68.81,-109.91,-202852000,637706000,,,95.6
3788,2025/12,20670761000,1475276000,7.14,87.55,2842049000,9031153000,56.91,65,54.5
378A,2025/06,4419389000,1387038000,31.39,162.79,1143685000,2568026000,17.5,-,52.4
3791,2025/05,14598270000,1426186000,9.77,43.28,-1858966000,4639924000,11,25.4,59.8
3793,2025/03,12655184000,112008000,0.89,-36.1,634082000,3928774000,-,-,34.6
3796,2025/03,3028187000,-37275000,-1.23,-5.73,316334000,345549000,2.5,-,79.7
3798,2025/03,13203000000,2623000000,19.87,29.72,1587000000,7137000000,6,20.2,72.2
3799,2025/03,21101196000,921038000,4.36,127.63,-333355000,1863790000,32,25.1,70.2
3800,2025/03,11687128000,840780000,7.19,94.57,429108000,8801930000,70,74,77.9
3802,2025/03,2121744000,46811000,2.21,9.21,149596000,1350918000,13,141.2,91.4
3803,2025/03,646058000,-70802000,-10.96,-18.14,-7531000,275439000,,,46.2
3804,2025/10,5032292000,938154000,18.64,97.92,1077824000,2100894000,9.33,28.6,68
3807,2025/12,842936000,4477000,0.53,-0.18,32711000,192125000,,,42.1
3808,2025/06,234701000,-114741000,-48.89,-3.28,64464000,542309000,-,-,18.9
3810,2025/05,2504000000,-1787000000,-71.37,-110.71,-2048000000,212000000,,,47.4
3814,2025/09,1170516000,-83844000,-7.16,-26.77,89090000,76778000,-,-,-34.3
3815,2025/08,1873495000,-323447000,-17.26,-50.21,-220427000,1595941000,,,30.9
3816,2025/07,3204763000,571514000,17.83,107.73,277083000,3750968000,19,17.7,86
3817,2025/03,51617000000,7940000000,15.38,267.47,5778000000,19738000000,180,-,59.9
3823,2025/08,1751539000,-72956000,-4.17,-0.73,-64485000,1246966000,,,62.2
3824,2025/05,1719341000,36525000,2.12,63.22,92427000,388954000,5,-,53.3
3825,2025/03,21129000000,-1211000000,-5.73,-4.92,-7967000000,5103000000,,,87.2
3826,2025/02,4768979000,271544000,5.69,53.44,-360375000,2459289000,10,18.7,82.5
3834,2025/03,13078000000,2345000000,17.93,64.95,2462000000,4161000000,24.5,72.3,88.5
3835,2025/03,5469897000,1731664000,31.66,27.67,1166516000,5421243000,13.9,81.8,90.7
3836,2025/06,28227703000,4604149000,16.31,91.24,4469729000,15162045000,25,30.8,63.9
3837,2025/03,15463041000,1710917000,11.06,65.81,1027942000,2887453000,30,148.2,69.8
3839,2025/03,6472393000,516119000,7.97,32.31,1000702000,3123321000,10,31,68.1
3840,2025/03,2253739000,-208368000,-9.25,-4.36,-538514000,154663000,,,75.5
3841,2025/03,2062768000,256990000,12.46,55.45,137866000,2545775000,40,72.1,84.1
3842,2025/03,3620794000,262271000,7.24,66.61,852293000,1809821000,10,15,61.4
3843,2025/04,55073206000,5883783000,10.68,135.81,4573382000,20677536000,30,22.1,16
3844,2025/03,36341000000,4630000000,12.74,99.1,3194000000,12881000000,48,48.4,72.1
3845,2025/03,2004586000,-61871000,-3.09,-6.15,26667000,1003616000,,,61.4
3847,2025/03,11354180000,867073000,7.64,442.49,663149000,2783851000,140,31.6,68.5
3848,2025/03,2607070000,329200000,12.63,43.37,103002000,3828094000,26,59.9,77.3
3849,2025/03,637500000,3242000,0.51,3.7,-25462000,602471000,10,422.7,87.5
3850,2025/03,11829406000,551729000,4.66,70.19,1393757000,2251547000,35,49.9,55.2
3851,2025/03,5299892000,-274726000,-5.18,-31.08,404148000,5195499000,5,-,69.6
3853,2025/03,3171258000,781201000,24.63,35.02,829334000,2814062000,8,22.8,77.7
3854,2025/07,19294870000,4818844000,24.97,141.32,3366167000,7402360000,50,148.1,71.6
3856,2025/03,72417000000,3602000000,4.97,53.45,-10361000000,25924000000,3,5.6,16.6
3858,2025/03,4138789000,96498000,2.33,8.71,137876000,1341054000,,,69.4
3861,2025/03,1849264000000,67686000000,3.66,47.34,94420000000,65508000000,24,114.2,41.8
3863,2025/03,1182431000000,19706000000,1.67,39.33,72790000000,185941000000,10,25.5,28.3
3864,2025/03,175942000000,4567000000,2.60,99.11,4854000000,6239000000,15,15.1,40.9
3865,2025/03,305718000000,19727000000,6.45,92.34,40932000000,25148000000,22,23.8,63.3
386A,2025/06,24016722000,678605000,2.83,134.93,716190000,1172945000,10,-,34
3877,2025/03,111009000000,4843000000,4.36,136.64,10360000000,9005000000,70,85.5,46.7
3878,2025/03,34432000000,1282000000,3.72,72.99,1799000000,4853000000,15,49.1,33.1
387A,2025/06,2008991000,189734000,9.44,121.98,274445000,1355555000,,,53.9
3880,2025/03,668912000000,9807000000,1.47,-67.29,44649000000,112872000000,14,-,26.7
3891,2025/03,16033765000,2460650000,15.35,167.55,3801015000,4126719000,60,46.9,67.8
3892,2025/05,11522767000,1032587000,8.96,172.32,-1569292000,4466006000,40,23.2,78
3895,2025/03,13403100000,695010000,5.19,86.22,52404000,799509000,18,20.9,59
3896,2025/03,17124457000,432414000,2.53,3.59,160868000,739355000,,,19.6
3900,2025/09,22657413000,1759112000,7.76,-16.28,1738297000,8282371000,-,-,40.7
3901,2025/12,5570370000,2095573000,37.62,116.16,1809198000,3802363000,52,110.6,74.2
3902,2025/12,6539159000,349464000,5.34,7.4,782205000,1713216000,-,0,64.4
3903,2025/04,8942741000,370823000,4.15,43.5,-881114000,6078513000,,,69.9
3904,2025/12,20094686000,1071176000,5.33,42.63,932685000,5250215000,3.9,66.3,42.5
3905,2025/03,2942635000,-496001000,-16.86,-37.4,-83408000,505038000,-,-,50.4
3907,2025/11,4303000000,147000000,3.42,75.05,322000000,1585000000,10,-,66.2
3908,2025/03,1906946000,75493000,3.96,31.92,208583000,1307016000,-,4.3,72.7
3910,2025/03,3290195000,-23482000,-0.71,-21.85,276073000,606324000,4,-,27.3
3911,2025/12,15826223000,2079810000,13.14,23.27,4530288000,5498628000,,,74.7
3912,2025/12,3427344000,1121468000,32.72,67.66,864496000,1540340000,44,144.9,77.5
3913,2025/12,961943000,165099000,17.16,87.49,262056000,1276587000,-,7.9,82.9
3914,2025/12,3625500000,549776000,15.16,63.47,458511000,2375218000,-,55.4,61.5
3915,2025/02,24709987000,1452172000,5.88,78.94,1558523000,6512437000,-,0,56.9
3916,2025/06,24159035000,3013992000,12.48,73.69,2394103000,5337753000,36,71.4,71.6
3917,2025/03,6708400000,219066000,3.27,1.83,53911000,2738928000,,,41.7
3918,2025/03,13278225000,679893000,5.12,49.39,641176000,4073031000,25,50.6,56.5
391A,2025/04,5438646000,690251000,12.69,753.21,643928000,1818808000,50,-,34.9
3920,2025/09,2404511000,565083000,23.50,74.07,701470000,2414134000,12,16.2,60.8
3921,2025/01,7263470000,1951178000,26.86,100.41,2061766000,5379660000,40,107.1,68.3
3922,2025/02,8003435000,1877328000,23.46,83.17,1370530000,5605260000,10.3,12.4,82.9
3923,2025/03,48904000000,10192000000,20.84,22.09,9006000000,11366000000,2.25,10.2,69.4
3924,2025/03,13730729000,1433806000,10.44,57,829675000,3616429000,36,66.7,71.6
3925,2025/03,8000645000,2606351000,32.58,131.87,1994562000,5346541000,60,45.5,84.8
3926,2025/03,2405078000,-102059000,-4.24,-3.89,-4685000,2207825000,-,-,90.1
3927,2025/03,4373104000,187400000,4.29,20.75,-14285000,1522935000,-,0,27.3
3928,2025/12,7478296000,374476000,5.01,26.8,803357000,2372984000,,,32.4
3929,2025/03,2905402000,136975000,4.71,16.54,158656000,1411601000,,,61.2
3930,2025/07,3794875000,339492000,8.95,77.61,711577000,2121864000,-,0.1,81.6
3931,2025/01,4127574000,90029000,2.18,3.05,-33438000,847242000,25,816.9,42.3
3932,2025/03,23652000000,3915000000,16.55,114.15,3639000000,31062000000,95,83.2,75.3
3933,2025/03,6896797000,-,,56.93,-194434000,3125853000,12,21.1,29.1
3934,2025/03,12745109000,1220502000,9.58,141.17,1209481000,4229274000,43,34.8,66.8
3935,2025/02,3607053000,262857000,7.29,38.17,246829000,1767477000,7,18.3,45.7
3936,2025/03,3071643000,-261140000,-8.50,-8.79,-542777000,653996000,,,40.4
3937,2025/03,6340989000,1315569000,20.75,71.13,930831000,4860452000,40,56.2,70.4
3939,2025/09,5500786000,1606662000,29.21,23.42,1292904000,3327111000,7.5,32,71.1
3940,2025/12,3320879000,586394000,17.66,8.83,371993000,2700032000,3.55,70.9,88.6
3941,2025/03,993251000000,37408000000,3.77,116.94,77008000000,70551000000,30,25.7,37.3
3943,2025/03,23485000000,904000000,3.85,121.45,2160000000,7311000000,51,0,69.9
3944,2025/12,17865127000,432615000,2.42,285.05,1059413000,1603704000,50,27.7,49.1
3945,2025/03,27579000000,901000000,3.27,658.37,801000000,2780000000,105,15.9,32.3
3946,2025/03,219613000000,9360000000,4.26,395.42,18142000000,20869000000,100,25.3,44.8
3947,2025/12,67083405000,2881978000,4.30,320.18,5108246000,5100333000,80,41,55.2
3948,2025/12,7743777000,202174000,2.61,27.73,257644000,3307864000,45,302.8,81.1
3950,2025/12,103125000000,7207000000,6.99,107.11,6862000000,23551000000,41.33,16.6,73.9
3951,2025/03,43945000000,2076099000,4.72,80.19,4530000000,9978000000,38,53.2,48.6
3952,2025/03,-,-,,65.23,-,-,30,45.9,-
3953,2025/03,5939115000,274135000,4.62,-30.83,-148545000,2526052000,50,-,71
3954,2025/03,23316657000,1377754000,5.91,297.41,1974016000,7579493000,40,20.9,70.2
3955,2025/01,20904000000,1307000000,6.25,77.16,1707000000,2779000000,30,51.9,70.9
3958,2025/06,12555556000,185608000,1.48,43.28,56792000,610863000,20,82.2,65.3
3961,2025/12,-,-,,-15.79,-,-,,,-
3962,2025/03,46387000000,13515000000,29.14,106.6,7836000000,30185000000,20.9,79.4,39.3
3963,2025/03,3951497000,1097201000,27.77,24.02,439092000,4947696000,15,72.9,86.9
3964,2025/12,64139920000,9517806000,14.84,129.85,12745018000,23104387000,58,59.7,51.9
3965,2025/09,9689408000,530589000,5.48,69.97,434506000,1747335000,18,-,56.1
3967,2025/02,7317064000,93326000,1.28,-142.61,587694000,2511838000,,,24.7
3968,2025/12,25074483000,1854284000,7.40,37.58,-2810300000,2535199000,13,35.1,22.1
3969,2025/03,2766310000,1058199000,38.25,97.28,1148987000,4991470000,32,32.9,80.8
3970,2025/03,5343785000,351870000,6.58,25.35,73062000,3576474000,40,270.6,40.7
3974,2025/10,2605272000,193039000,7.41,43.76,282648000,1240234000,13.36,32.4,67.2
3976,2025/12,3208384000,120747000,3.76,-5.18,593829000,1009496000,,,49.2
3977,2025/02,1504315000,16796000,1.12,-11.58,30115000,368045000,,,49.2
3979,2025/03,6701255000,762923000,11.38,16.55,651913000,3405101000,2.5,15.1,48.5
3981,2025/12,16720153000,1368394000,8.18,122.37,1539397000,5293996000,42,34.3,48.6
3983,2025/12,8307953000,2649270000,31.89,120.25,2018005000,10058039000,50,108.9,75.3
3984,2025/06,4581996000,1971441000,43.03,88.94,1806221000,8545796000,14,49.1,87.2
3985,2025/09,1832558000,155918000,8.51,6.88,223962000,1231502000,,,42
3986,2025/06,1377558000,109827000,7.97,20.12,114880000,454049000,6,29.8,74.8
3987,2025/08,3003786000,49621000,1.65,-6.68,-295641000,333366000,-,-,30.6
3988,2025/07,14051094000,705229000,5.02,40.29,564600000,4171741000,7,18.6,47.4
3989,2025/09,8579864000,2074042000,24.17,60.3,1981550000,5431008000,40,101.9,69.3
3991,2025/08,4908830000,1644847000,33.51,114.04,2064375000,6237144000,20,17.5,68.4
3992,2025/09,10032902000,1155855000,11.52,23.42,795926000,2761801000,12,51.2,73.1
3993,2025/09,21771392000,5288742000,24.29,86.47,5176949000,19358045000,-,0,63.4
3994,2025/11,50349943000,-2653396000,-5.27,28.78,1496692000,40934509000,-,0,32
3996,2025/02,3023515000,200016000,6.62,20.11,316796000,1708261000,-,0,62.2
3997,2025/12,5052458000,259797000,5.14,1.49,312098000,949063000,2,0,44.4
3998,2025/12,1932007000,65621000,3.40,-0.6,239646000,767888000,-,-,88.3
4004,2025/12,1347125000000,46676000000,3.46,160.49,130286000000,261971000000,65,0,33.2
4005,2025/03,2606281000000,193033000000,7.41,23.59,233027000000,209838000000,9,38.2,26.2
4006,2025/03,146766000000,4388000000,2.99,4.61,8055000000,32772000000,,,-51.1
4008,2025/03,147571000000,10712000000,7.26,450.59,13681000000,16099000000,40,61.1,66.6
4011,2025/12,3900040000,229250000,5.88,15.13,-38713000,625145000,,,34.5
4012,2025/12,8134225000,888319000,10.92,151.03,622420000,3430614000,46,30.5,75.4
